CHAIN_ID, CLIENT, CONNECTION, CHANNEL, PORT, COUNTERPARTY_CHAIN, COUNTERPARTY_CLIENT, COUNTERPARTY_CONNECTION, COUNTERPARTY_CHANNEL, COUNTERPARTY_PORT
ununifi-beta-v1, 07-tendermint-3, connection-2, channel-0, transfer, cosmoshub-4, 07-tendermint-1149, connection-865, channel-614, transfer
ununifi-beta-v1, 07-tendermint-4, connection-3, channel-1, transfer, neutron-1, 07-tendermint-20, connection-20, channel-15, transfer
ununifi-beta-v1, 07-tendermint-5, connection-4, channel-2, transfer, axelar-dojo-1, 07-tendermint-155, connection-140, channel-107, transfer
ununifi-beta-v1, 07-tendermint-7, connection-5, channel-3, transfer, osmosis-1, 07-tendermint-2942, connection-2432, channel-2516, transfer
ununifi-beta-v1, 07-tendermint-8, connection-6, channel-4, transfer, osmosis-1, 07-tendermint-2953, connection-2442, channel-2638, transfer
ununifi-beta-v1, 07-tendermint-8, connection-6, channel-5, wasm.ununifi14hj2tavq8fpesdwxxcu44rty3hh90vhujrvcmstl4zr3txmfvw9sm5z28e, osmosis-1, 07-tendermint-2953, connection-2442, channel-4477, icahost
ununifi-beta-v1, 07-tendermint-8, connection-6, channel-6, wasm.ununifi1nc5tatafv6eyq7llkr2gv50ff9e22mnf70qgjlv737ktmt4eswrqhp8g9l, osmosis-1, 07-tendermint-2953, connection-2442, channel-5312, icahost
